value_id;option_id;store_id;value
2188788;2044;0;G9 13x40W
2188789;2044;1;G9 13x40W
2190195;2045;0;T2 1x8W  830 warm wei�
2190196;2045;1;T2 8W  830 warm wei�
2190197;2046;0;T2 1x9W  830 warm wei�
2190198;2046;1;T2 9W  830 warm wei�
2188845;2047;0;G9 24x60W
2188846;2047;1;G9 24x60W
2188799;2048;0;G9 16x60W
2188800;2048;1;G9 16x60W
2188779;2049;0;G9 12x60W
2188780;2049;1;G9 12x60W
2380995;2050;0;E14 6x40W
2380996;2050;1;E14 6x40W
2189808;2051;0;LED 40W
2189809;2051;1;LED 40W
2380704;2052;0;B15d 1x150W
2380705;2052;1;B15d 1x150W
2380706;2052;2;B15d 1x150W  Line voltage Halogen
2190090;2053;0;R7s 1x60W
2190091;2053;1;R7s 1x60W
2188406;2054;0;FC 55W / 830 2G 13
2188407;2054;1;FC 55W / 830 2G 13
2190073;2055;0;R7s 1x200W + 1 x Leuchtstoffröhre 58W
2190074;2055;1;R7s 1x200W + 1 x Leuchtstoffröhre 58W
2190201;2056;0;T2 FM 1x11W warm wei�
2190202;2056;1;T2 FM 11W warm wei�
2190199;2057;0;T2 2x8W 830 warm wei�
2190200;2057;1;T2 2x8W 830 warm wei�
2190203;2058;0;T2 FM 1x8W 830 warm wei�
2190204;2058;1;T2 FM 8W 830 warm wei�
2190055;2059;0;R7s 118mm 2x150W
2190056;2059;1;R7s 118mm 2x150W
2190151;2060;0;R7s 78mm 2x100W
2190152;2060;1;R7s 78mm 2x100W
2189019;2061;0;GU10 2x50W
2189020;2061;1;GU10 2x50W
2188505;2062;0;G24q-2 1x18W
2188506;2062;1;G24q-2 1x18W
2190159;2063;0;R7s 78mm 3x100W
2190160;2063;1;R7s 78mm 3x100W
2189032;2064;0;GU10 3x50W + 2G11 1x36W
2189033;2064;1;GU10 3x50W + 2G11 1x36W
2189030;2065;0;GU10 3x50W
2189031;2065;1;GU10 3x50W
2189021;2066;0;GU10 2x50W + 2G11 1x55W
2189022;2066;1;GU10 2x50W + 2G11 1x55W
2188773;2067;0;G9 12x25W
2188774;2067;1;G9 12x25W
2188960;2068;0;G9 8x25W
2188961;2068;1;G9 8x25W
2380546;2069;0;2G10 1x24W
2380547;2069;1;2G10 1x24W
2380548;2069;2;2G10 1x24W Fluorescent
2190353;2070;0;_GU10 3x50W
2190354;2070;1;GU10 3x50W
2190355;2070;2;GU10 3x50W
2189051;2071;0;GU10 6x50W + 2G11 1x55W
2189052;2071;1;GU10 6x50W + 2G11 1x55W
2380622;2072;0;2G11 4x55W
2380623;2072;1;2G11 4x55W
2380624;2072;2;2G11 4x55W Fluorescent
2380619;2073;0;2G11 4x36W
2380620;2073;1;2G11 4x36W
2380621;2073;2;2G11 4x36W Fluorescent
2190031;2074;0;R7s 118mm 1x100W
2188972;2075;0;G9 8x60W
2188973;2075;1;G9 8x60W
2188949;2076;0;G9 6x60W
2188950;2076;1;G9 6x60W
2190228;2077;0;T5 1x54W
2190229;2077;1;T5 1x54W
2190215;2078;0;T5 1x24W
2190216;2078;1;T5 1x24W
2188934;2079;0;G9 5x60W
2188935;2079;1;G9 5x60W
2381163;2080;0;E27 1x23W
2381164;2080;1;E27 1x23W
2381165;2080;2;1x23W Medium base incandescent
2380553;2081;0;2G10 2x36W
2380554;2081;1;2G10 2x36W
2190262;2082;0;T5 3x39W
2190263;2082;1;T5 3x39W
2190272;2083;0;T5 4x24W
2190273;2083;1;T5 4x24W
2190240;2084;0;T5 2x24W
2190241;2084;1;T5 2x24W
2190251;2085;0;T5 2x39W
2190252;2085;1;T5 2x39W
2190264;2086;0;T5 3x54W
2190265;2086;1;T5 3x54W
2188130;2087;0;E27 2x100W + E27 1x 150 W
2188131;2087;1;E27 2x100W + E27 1x 150 W
2189258;2088;0;GY6,35 3x50W
2189259;2088;1;GY 6,35 3x50W
2189244;2089;0;GY6,35 2x50W
2189245;2089;1;GY 6,35 2x50W
2189314;2090;0;Halospot 111 5x100W
2189315;2090;1;Halospot 111 5x100W
2189308;2091;0;Halospot 111 4x100W
2189309;2091;1;Halospot 111 4x100W
2189306;2092;0;Halospot 111 3x100W
2189307;2092;1;Halospot 111 3x100W
2189298;2093;0;Halospot 111 1x100W
2189299;2093;1;Halospot 111 1x100W
2188507;2094;0;G24q-2 2x18W
2188508;2094;1;G24q-2 2x18W
2189998;2095;0;LED luxeon K2 10W
2189999;2095;1;LED luxeon K2 10W
2188427;2096;0;G-23 1x11W
2188428;2096;1;G-23 1x11W
2188302;2097;0;E27 5x100W
2188303;2097;1;E27 5x100W
2188304;2097;2;5x100W  Medium base incandescent
2189483;2098;0;LED 1x4W
2189484;2098;1;LED 1x4W
2189183;2099;0;Gx24q-4 2x24W
2189184;2099;1;Gx24q-4 2x24W
2189175;2100;0;Gx24q-4 1x24W
2189176;2100;1;Gx24q-4 1x24W
2188993;2101;0;GU10 18x50W
2188994;2101;1;GU10 18x50W
2189038;2102;0;GU10 4x50W
2189039;2102;1;GU10 4x50W
2188807;2103;0;G9 18x75W
2188808;2103;1;G9 18x75W
2380962;2104;0;E14 4x60W
2380963;2104;1;E14 4x60W
2380964;2104;2;4x60W Incandescent
2381032;2105;0;E14 8x60W
2381033;2105;1;E14 8x60W
2380765;2106;0;E14 10x60W
2189179;2107;0;Gx24Q-4 1x42W
2189180;2107;1;Gx24Q-4 1x42W
2189177;2108;0;Gx24q-4 1x42W
2189178;2108;1;Gx24q-4 1x42W
2189185;2109;0;Gx24q-4 2x42W
2189186;2109;1;Gx24q-4 2x42W
2189302;2110;0;Halospot 111 2x100W
2189303;2110;1;Halospot 111 2x100W
2189312;2111;0;Halospot 111 4x75W
2189313;2111;1;Halospot 111 4x75W
2189316;2112;0;Halospot 111 6x50W
2189317;2112;1;Halospot 111 6x50W
2189310;2113;0;Halospot 111 4x50W
2189311;2113;1;Halospot 111 4x50W
2189304;2114;0;Halospot 111 2x50W
2189305;2114;1;Halospot 111 2x50W
2189300;2115;0;Halospot 111 1x50W
2189301;2115;1;Halospot 111 1x50W
2380997;2116;0;E14 6x40W + E27 1x150W
2380998;2116;1;E14 6x40W + E27 1x150W
2189213;2117;0;GX8,5 1x35W
2189214;2117;1;GX8,5 1x 35W
2188805;2118;0;G9 18x60W
2188806;2118;1;G9 18x60W
2380780;2119;0;E14 12x60W
2380781;2119;1;E14 12x60W
2188206;2120;0;E27 3x100W + R7s 1x150W
2188207;2120;1;E27 3x100W + R7s 1x150W
2188769;2121;0;G9 10x75W
2188770;2121;1;G9 10x75W
2188546;2122;0;G4 15x20W 12V
2188570;2123;0;G4 20x20W 12V
2188549;2124;0;G4 16x20W 12V
2188550;2124;1;G4 16 x 20W 12 V
2188551;2124;2;G4 16x20W 12V
2188955;2125;0;G9 76x75W
2188956;2125;1;G9 76 x 75W
2188902;2126;0;G9 42x75W
2188903;2126;1;G9 42 x 75W
2188974;2127;0;G9 8x75W
2188975;2127;1;G9 8x75W
2380822;2128;0;E14 1x250W
2380823;2128;1;E14 1x250W
2188781;2129;0;G9 12x75W
2188782;2129;1;G9 12x75W
2188842;2130;0;G9 21x75W
2188843;2130;1;G9 21x75W
2188864;2131;0;G9 2x75W + E14 1x150W
2188865;2131;1;G9 2x75W + E14 1x150W
2188924;2132;0;G9 4x75W + E27 1x150W
2188925;2132;1;G9 4x75W + E27 1x150W
2188898;2133;0;G9 3x75W + E27 1x150W
2188899;2133;1;G9 3x75W + E27 1x150W
2188383;2134;0;E27 8x60W
2188384;2134;1;E27 8x60W
2188849;2135;0;G9 28X75W
2188850;2135;1;G9 28X75W
2381075;2136;0;E27 16x100W
2381076;2136;1;E27 16x100W
2188368;2137;0;E27 80x100W
2188369;2137;1;E27 80x100W
2381057;2138;0;E27 11x100W
2381058;2138;1;E27 11x100W
2381036;2139;0;E14 8x60W + E27 1x50W
2381037;2139;1;E14 8x60W + E27 1x50W
2380617;2140;0;2G11 4x24W
2380618;2140;1;2G11 4x24W
2380770;2141;0;E14 11x60W
2381044;2142;0;E14 9x60W + E27 1x60W
2381045;2142;1;E14 9x60W + E27 1x60W
2380965;2143;0;E14 4x60W + E27 1x60W
2380966;2143;1;E14 4x60W + E27 1x60W
2380937;2144;0;E14 3x60W + E27 1x60W
2380938;2144;1;E14 3x60W + E27 1x60W
2380915;2145;0;E14 31x60W + E27 1x100W
2380916;2145;1;E14 31x60W + E27 1x100W
2380913;2146;0;E14 31x60W
2380914;2146;1;E14 31x60W
2380867;2147;0;E14 20x60W + E271x100W
2380868;2147;1;E14 20x60W + E271x100W
2188896;2148;0;G9 3x75W + E27 1x100W
2188897;2148;1;G9 3x75W + E27 1x100W
2188890;2149;0;G9 3x60W + E14 1x60W
2188891;2149;1;G9 3x60W + E14 1x60W
2188985;2150;0;G9 9x75W
2188986;2150;1;G9 9x75W
2380877;2151;0;E14 25x60W
2380878;2151;1;E14 25x60W
2380801;2152;0;E14 18x60W
2380802;2152;1;E14 18x60W
2380803;2152;2;E14 18x60W
2380533;2153;0;-Depends on lamp size -/- -grössenabh�ngig
2380534;2153;1;Abh�ngig von Leuchtengrösse
2380535;2153;2;Depends on lamp size
2380907;2154;0;E14 2x60W + E27 Par20 1x50W
2380908;2154;1;E14 2x60W + E27 Par20 1x50W
2188538;2155;0;G4 14x20W 12V
2188983;2156;0;G9 9x60W
2188984;2156;1;G9 9x60W
2188431;2157;0;G12 1x35W
2188432;2157;1;G12 1x35W
2381085;2158;0;E27 1x100W + G8,5 1x70W
2381086;2158;1;E27 1x100W + G8,5 1x70W
2381080;2159;0;E27 1x100W + E27 1x250W
2381081;2159;1;E27 1x100W + E27 1x250W
2190117;2160;0;R7s 75mm 1x120W
2190118;2160;1;R7s 75mm 1x120W
2188767;2161;0;G9 10x60W
2188768;2161;1;G9 10x60W
2381150;2162;0;E27 1x205W
2381151;2162;1;E27 1x205W
2188159;2163;0;E27 2x250W
2188160;2163;1;E27 2x250W
2190155;2164;0;R7s 78mm 2x60W
2190156;2164;1;R7s 78mm 2x60W
2380804;2165;0;E14 19x60W
2380805;2165;1;E14 19x60W
2380950;2166;0;E14 4x25W + E27 13 x 100W
2380951;2166;1;E14 4x25W + E27 13 x 100W
2380952;2167;0;E14 4x25W + E27 13x100W
2380953;2167;1;E14 4x25W + E27 13x100W
2189223;2168;0;GY6,35 1x35W  12V
2189224;2168;1;GY6.35  1x 35W  12V
2189264;2169;0;GY6,35 4x35W  12V
2189265;2169;1;GY6.35 4x 35W  12V
2190123;2170;0;R7s 78 mm 1x60W
2190124;2170;1;R7s 78 mm 1x60W
2188560;2171;0;G4 1x20W 12V
2188561;2171;1;G4 1x20W 12V
2188562;2171;2;G4 1x20W 12V
2188610;2172;0;G4 6x20W 12 V
2380972;2173;0;E14 50x40W
2380973;2173;1;E14 50 x 40W
2380865;2174;0;E14 20x40W
2380866;2174;1;E14 20 x 40W
2380759;2175;0;E14 10x40W
2190051;2176;0;R7s 118mm 2x100W
2190052;2176;1;R7s 118mm 2x100W
2190053;2176;2;R7s 118mm 2x100W
2188892;2177;0;G9 3x60W + GU10 1x75W
2188893;2177;1;G9 3x60W + GU10 1x75W
2188596;2178;0;G4 48x 20W 12V
2188586;2179;0;G4 32x20W 12 V
2189092;2180;0;GU4 8x20W
2189093;2180;1;GU4 8x20W
2189084;2181;0;GU4 2x20W
2189085;2181;1;GU4 2x20W
2190027;2182;0;R7s 114mm 1x200W
2381093;2183;0;E27 1x100W Halogen
2381094;2183;1;E27 1x100W Halogen
2188441;2184;0;G13 1x15W
2188442;2184;1;G13 1x15W
2380694;2185;0;B15 2x150W
2380695;2185;1;B15 2x150W
2189505;2186;0;LED 1x7W
2189506;2186;1;LED 1x7W
2188572;2187;0;G4 24x20W 12V
2380645;2188;0;2G7 2x11W
2380646;2188;1;2G7 2x11W
2380647;2188;2;2G7 2x11W fluorescente
2188438;2189;0;G13 1x 15W
2188439;2189;1;G13 1x 15W
2188440;2189;2;G13 1x 15W flourescente
2189558;2190;0;LED 25W
2189559;2190;1;LED 25W
2380985;2191;0;E14 5x8W
2380986;2191;1;E14 5x8W
2188218;2192;0;E27 3x23W + 1x23W
2188219;2192;1;E27 3x23W + 1x23W
2380549;2193;0;2G10 1x36W
2380550;2193;1;2G10 1x36W
2188274;2194;0;E27 4x20W
2188275;2194;1;E27 4x20W
2188216;2195;0;E27 3x23W
2188217;2195;1;E27 3x23W
2188942;2196;0;G9 6x33W
2188943;2196;1;G9 6x33W
2188977;2197;0;G9 9x33W
2188978;2197;1;G9 9x33W
2190157;2198;0;R7s 78mm 2x80W
2190158;2198;1;R7s 78mm 2x80W
2190149;2199;0;R7s 78mm 1x80W
2190150;2199;1;R7s 78mm 1x80W
2380840;2200;0;E14 1x42W
2380841;2200;1;E14 1x42W
2380960;2201;0;E14 4x42W
2380961;2201;1;E14 4x42W
2380999;2202;0;E14 6x42W
2381000;2202;1;E14 6x42W
2189921;2203;0;LED 6x1,5W
2189922;2203;1;LED 6x1,5W
2188486;2204;0;G24 q4 1x42W
2188487;2204;1;G24 q4 1x42W
2188481;2205;0;G24 q3 1x26W
2188482;2205;1;G24 q3 1x26W
2189096;2206;0;Gu4 9x35W
2189097;2206;1;Gu4 9x35W
2189286;2207;0;GZ10 HPAR 111  100W
2189287;2207;1;GZ10 HPAR 111  100W
2188569;2208;0;G4 20x10W 12V + G4 10x5W 12V
2190026;2209;0;R7s 114mm 1x150W
2189276;2210;0;GY6,35 8x35W
2189277;2210;1;GY 6.35 8x35W
2189270;2211;0;GY6,35 6x35W
2189271;2211;1;GY 6.35 6x35W
2189268;2212;0;GY6,35 5x35W
2189269;2212;1;GY 6.35 5x35W
2188824;2213;0;G9 1x48W
2188825;2213;1;G9 1x48W
2188818;2214;0;G9 1x33W
2188819;2214;1;G9 1x33W
2189438;2215;0;LED 1x1,5W
2189439;2215;1;LED 1x1,5W
2380749;2216;0;CFL 4x18W
2380750;2216;1;CFL 4x18W
2188886;2217;0;G9 3x48W
2188887;2217;1;G9 3x 48W
2188947;2218;0;G9 6x48W
2188948;2218;1;G9 6x 48W
2188927;2219;0;G9 5x33W
2188928;2219;1;G9 5x33W
2188527;2220;0;G4 12x14W 12V
2188528;2220;1;G4  12x14W 12V
2188622;2221;0;G4 9x5W 12V
2188623;2221;1;G4  9x5W 12V
2188608;2222;0;G4 6x10W 12V
2380944;2223;0;E14 4x15W
2380945;2223;1;E14 4x15W
2380886;2224;0;E14 2x15W
2380887;2224;1;E14 2x15W
2380817;2225;0;E14 1x15W
2380818;2225;1;E14 1x15W
2189494;2226;0;LED 1x5W 12V
2189495;2226;1;LED 1x5W 12V
2188609;2227;0;G4 6x14W 12V
2189239;2228;0;GY6,35 2x25W 12V
2189240;2228;1;GY6.35 2x25W 12V
2188858;2229;0;G9 2x48W
2188859;2229;1;G9 2x48W
2190169;2230;0;RX-D 2x26W
2190170;2230;1;RX-D 2x26W
2380924;2231;0;E14 3x28W
2380925;2231;1;E14 3x28W
2189631;2232;0;LED 2x9W
2189632;2232;1;LED 2x9W
2188868;2233;0;G9 3x20W + GU10 1x50W
2188869;2233;1;G9 3x20W + GU10 1x50W
2188760;2234;0;G9 10x20W + GU10 1x75W
2188761;2234;1;G9 10x20W + GU10 1x75W
2188616;2235;0;G4 8x10W 12V + G4  8x20W 12V
2188617;2235;1;G4  8x10W 12V + G4  8x20W 12V
2189073;2236;0;GU4 10x20W
2189074;2236;1;GU4 10x20W
2189088;2237;0;GU4 6x20W
2189089;2237;1;GU4 6x20W
2189086;2238;0;GU4 3x20W
2189087;2238;1;GU4 3x20W
2380898;2239;0;E14 2x42W
2380899;2239;1;E14 2x42W
2380954;2240;0;E14 4x28W
2380955;2240;1;E14 4x28W
2188573;2241;0;G4 24x20W 12V + GU10 1x35W 12V
2188588;2242;0;G4 32x20W 12V + GU10 1x35W 12V
2188598;2243;0;G4 48x10W 12V + GU10 1x35W 12V
2380676;2244;0;2GX13 FSC 1x22W + 1x40W
2380677;2244;1;2GX13 FSC 1x22W + 1x40W
2380636;2245;0;2G11 FSD 4x36W + G9 1x40W
2380637;2245;1;2G11 FSD 4x36W + G9 1x40W
2190166;2246;0;R7s HDG 3x150W + G9 1x40W
2190167;2246;1;R7s HDG 3x150W + G9 1x40W
2188139;2247;0;E27 2x12W
2188140;2247;1;E27 2x12W
2189166;2248;0;GX24q-3 1x32W
2189167;2248;1;GX24q-3 1x32W
2188602;2249;0;G4 58x10W 12V
2189858;2250;0;LED 4x3,6W
2189859;2250;1;LED 4x3,6W
2380824;2251;0;E14 1x25W
2380825;2251;1;E14 1x25W
2189466;2252;0;LED 1x3,5W
2189467;2252;1;LED 1x3,5W
2189152;2253;0;GX24q-1 1x13W
2189153;2253;1;GX 24q-1    1x13W
2188087;2254;0;E27 1x52W
2188416;2255;0;fibra 1W + E14 1x60W
2188417;2255;1;fibra 1W + E14 1x60W
2188418;2256;0;fibra 1W + E27 1x150W
2188419;2256;1;fibra 1W + E27 1x150W
2189475;2257;0;LED 1x3W
2189476;2257;1;LED 1x3W
2189991;2258;0;LED 96x0,1W (84 weiss, 12 rot)
2189992;2258;1;LED 96x0,1W (84 weiss, 12 rot)
2189491;2259;0;LED 1x5W
2189492;2259;1;LED 1x5W
2189960;2260;0;LED 80x0,1W
2189961;2260;1;LED 80x0,1W
2190193;2261;0;T2 1x11W
2190194;2261;1;T2 1x11W
2380948;2262;0;E14 4x25W
2380949;2262;1;E14 4x25W
2381103;2263;0;E27 1x105W Halogen
2381104;2263;1;E27 1x105W Halogen
2188422;2264;0;Fluo 1x13W
2188423;2264;1;Fluo 1x13W
2381131;2265;0;E27 1x150W Halogen
2381132;2265;1;E27 1x150W Halogen
2189519;2266;0;LED 1x8W
2189520;2266;1;LED 1x8W
2188102;2267;0;E27 1x70W Halogen
2188103;2267;1;E27 1x70W Halogen
2380707;2268;0;B15d 1x205W Halo
2380708;2268;1;B15d 1x205W Halo
2190077;2269;0;R7s 1x230W Halo
2190078;2269;1;R7s 1x230W Halo
2381136;2270;0;E27 1x150W Metalldampflampe + E27 1x60W
2381137;2270;1;E27 1x150W Metalldampflampe + E27 1x60W
2381138;2270;2;E27 1x150W metal vapor lamp + E27 1x60W
2188105;2271;0;E27 1x70W Metalldampflampe + E27 1x60W
2188106;2271;1;E27 1x70W Metalldampflampe + E27 1x60W
2190075;2272;0;R7s 1x230W + E27 1x60W
2190076;2272;1;R7s 1x230W + E27 1x60W
2189161;2273;0;GX24q-2 3x18W + E27 1x100W Reflektor
2189162;2273;1;GX24q-2 3x18W + E27 1x100W Reflektor
2189163;2273;2;GX24q-2 3x18W + E27 1x100W Reflector
2188249;2274;0;E27 3x70W halo + E27 1x100W Reflektor
2188250;2274;1;E27 3x70W halo + E27 1x100W Reflektor
2188251;2274;2;E27 3x70W halo + E27 1x100W Reflector
2188503;2275;0;G24q-1 2x13W
2188504;2275;1;G24q-1 2x13W
2188174;2276;0;E27 2x52W Halo
2188175;2276;1;E27 2x52W Halo
2190086;2277;0;R7s 1x400W Halo + G13 1x58W + GU4 1x35W/12V
2190087;2277;1;R7s 1x400W Halo + G13 1x58W + GU4 1x35W/12V
2188247;2278;0;E27 3x70W Halo
2188248;2278;1;E27 3x70W Halo
2190084;2279;0;R7s 1x400W Halo
2190085;2279;1;R7s 1x400W Halo
2189187;2280;0;GX24q-5 1x57W
2189188;2280;1;GX 24q-5 1x57W
2189211;2281;0;GX8,5  1x70W
2189212;2281;1;GX 8,5  1x70W
2188727;2282;0;G53 1x100W Halo 12V
2188728;2282;1;G53 1x100W Halo
2190088;2283;0;R7s 1x400W Halo + R7s 1x160W Halo
2190089;2283;1;R7s 1x400W Halo + R7s 1x160W Halo
2188755;2284;0;G8,5 1x70W Metalldampflampe
2188756;2284;1;G8,5 1x70W Metalldampflampe
2188757;2284;2;G8,5 1x70W metal vapor lamp
2189168;2285;0;GX24q-3 2x26/32W
2189169;2285;1;GX 24q-3 2x26/32W
2380854;2286;0;E14 1x60W + LED 1W
2380855;2286;1;E14 1x60W + LED 1W
2189189;2287;0;GX24q-5 1x57W
2189190;2287;1;GX 24q-5 1x57W
2189215;2288;0;GX8,5 1x70W
2189216;2288;1;GX8,5 1x70W
2190072;2289;0;R7s 1x160W Eco
2190111;2290;0;R7s 3x160W Halo
2190112;2290;1;R7s 3x160W Halo
2188459;2291;0;G13 6x18W
2188460;2291;1;G13 6x18W
2380832;2292;0;E14 1x28W Halo
2380833;2292;1;E14 1x28W Halo
2188752;2293;0;G8,5 1x35W Metalldampflampe
2188753;2293;1;G8,5 1x35W Metalldampflampe
2188754;2293;2;G8,5 1x35W  metal halide lamp
2190107;2294;0;R7s 2x160W Halo
2190108;2294;1;R7s 2x160W Halo
2189181;2295;0;GX24q-4 1x70W
2189182;2295;1;GX24q-4 1x70W
2381095;2296;0;E27 1x100W Metalldampflampe
2381096;2296;1;E27 1x100W Metalldampflampe
2381097;2296;2;E27 1x100W metal vapor lamp
2326961;2297;0;E27 1x35W Metalldampflampe
2188490;2298;0;G24d-1 2x13W
2188491;2298;1;G24d-1 2x13W
2188134;2299;0;E27 2x105W Halo
2188135;2299;1;E27 2x105W Halo
2188187;2300;0;E27 2x70W Halo
2188188;2300;1;E27 2x70W Halo
2188235;2301;0;E27 3x52W Halo
2188236;2301;1;E27 3x52W Halo
2188343;2302;0;E27 6x52W Halo
2188344;2302;1;E27 6x52W Halo
2380555;2303;0;2G10 3x18W
2380556;2303;1;2G10 3x18W
2380557;2304;0;2G10 3x36W
2380558;2304;1;2G10 3x36W
2188509;2305;0;G24q-2 3x18W
2188510;2305;1;G24q-2 3x18W
2188473;2306;0;G23 2x9W
2188474;2306;1;G23 2x9W
2188469;2307;0;G23 1x9W
2188470;2307;1;G23 1x9W
2190068;2308;0;R7s 1x150W
2190069;2308;1;R7s 1x150W
2190298;2309;0;W4,3 1x13W
2190299;2309;1;W4,3 1x13W
2380595;2310;0;2G11 2x24W
2380596;2310;1;2G11 2x24W
2350648;2311;0;E27 1x33W
2189231;2312;0;GY6,35 1x60W 12V
2189232;2312;1;GY6,35 1x60W 12V
2380683;2313;0;????E14 1x500W
2380684;2313;1;E14 1x500W
2380685;2313;2;E14 1x500W
2188163;2314;0;E27 2x30W
2188164;2314;1;E27 2x30W
2190257;2315;0;T5 2x80W
2190258;2315;1;T5 2x80W
2188394;2316;0;E40 1x250W Metalldampflampe
2188395;2316;1;E40 1x250W Metalldampflampe
2188396;2316;2;E40 1x250W metal vapor lamp
2189197;2317;0;GX24q-6 1x70W
2189198;2317;1;GX24q-6 1x70W
2189193;2318;0;GX24q-6 1x120W
2189194;2318;1;GX24q-6 1x120W
2188402;2319;0;E40 1x500W
2188403;2319;1;E40 1x500W
2381133;2320;0;E27 1x150W Metalldampflampe
2381134;2320;1;E27 1x150W Metalldampflampe
2381135;2320;2;E27 1x150W metal vapor lamp
2188399;2321;0;E40 1x400W Metalldampflampe
2188400;2321;1;E40 1x400W Metalldampflampe
2188401;2321;2;E40 1x400W metal vapor lamp
2380648;2322;0;2G8 1x120W
2380649;2322;1;2G8 1x120W
2189191;2323;0;Gx24q-5 4x57W
2189192;2323;1;Gx24q-5 4x57W
2189195;2324;0;Gx24q-6 1x42W
2189196;2324;1;Gx24q-6 1x42W
2190079;2325;0;R7s 1x230W Halo + R7s 1x400W Halo
2190080;2325;1;R7s 1x230W Halo + R7s 1x400W Halo
2381152;2326;0;E27 1x205W Halo
2381153;2326;1;E27 1x205W Halo
2381142;2327;0;E27 1x15W Leuchtstofflampe
2381143;2327;1;E27 1x15W Leuchtstofflampe
2381144;2327;2;E27 1x15W fluorescent
2189440;2328;0;LED 1x10W
2189441;2328;1;LED 1x10W
2188998;2329;0;GU10 1x 40W Halo + G9 3x60W Halo
2188999;2329;1;GU10 1x 40W Halo + G9 3x60W Halo
2189005;2330;0;GU10 1x40W Halo + R7s 1x230W Halo
2189006;2330;1;GU10 1x40W Halo + R7s 1x230W Halo
2188272;2331;0;E27 4x205W
2188273;2331;1;E27 4x205W
2188213;2332;0;E27 3x205W
2188214;2332;1;E27 3x205W
2188146;2333;0;E27 2x205W
2188147;2333;1;E27 2x205W
2189023;2334;0;GU10 2x75W
2189024;2334;1;GU10 2x75W
2381098;2335;0;E27 1x100W Reflektor
2381099;2335;1;E27 1x100W Reflektor
2381100;2335;2;E27 1x100W Reflector
2380719;2336;0;B15d 4x100W
2380720;2336;1;B15d 4x100W
2380721;2337;0;B15d 4x100W + 2G11 1x36W
2380722;2337;1;B15d 4x100W + 2G11 1x36W
2380976;2338;0;E14 5x28W + E14 4x42W
2380977;2338;1;E14 5x28W + E14 4x42W
2380956;2339;0;E14 4x28W + E14 3x42W
2380957;2339;1;E14 4x28W + E14 3x42W
2380892;2340;0;E14 2x28W + E14 2x42W
2380893;2340;1;E14 2x28W + E14 2x42W
2380830;2341;0;E14 1x28W + E14 1x42W
2380831;2341;1;E14 1x28W + E14 1x42W
2188453;2342;0;G13 2x36W
2188454;2342;1;G13 2x36W
2188575;2343;0;G4 25x5W 12V
2188673;2344;0;G5 3x28W
2188674;2344;1;G5 3x28W
2188479;2345;0;G24 d-3 1x26W
2188480;2345;1;G24 d-3 1x26W
2189718;2346;0;LED 3x1W blau
2189719;2346;1;LED 3x1W blau
2189720;2346;2;LED 3x1W blue
2189736;2347;0;LED 3x1W weiss
2189737;2347;1;LED 3x1W weiss
2189738;2347;2;LED 3x1W white
2189887;2348;0;LED 5x0,2W blau
2189888;2348;1;LED 5x0,2W blau
2189889;2348;2;LED 5x0,2W blue
2189890;2349;0;LED 5x0,2W weiss
2189891;2349;1;LED 5x0,2W weiss
2189892;2349;2;LED 5x0,2W white
2189145;2350;0;GX24 d-2 1x18W
2189146;2350;1;GX24 d-2 1x18W
2189123;2351;0;GX-53 1x6W
2189124;2351;1;GX-53 1x6W
2188467;2352;0;G23 1x11W
2188468;2352;1;G23 1x11W
2380884;2353;0;E14 2x11W
2380885;2353;1;E14 2x11W
2188333;2354;0;E27 6x23W
2188334;2354;1;E27 6x23W
2188276;2355;0;E27 4x23W
2188277;2355;1;E27 4x23W
2188153;2356;0;E27 2x23W
2188154;2356;1;E27 2x23W
2188270;2357;0;E27 4x150W
2188271;2357;1;E27 4x150W
2188513;2358;0;G24q-3 2x26W
2188514;2358;1;G24q-3 2x26W
2190029;2359;0;R7s 114mm 2x150W
2380826;2360;0;E14 1x27W
2380827;2360;1;E14 1x27W
2189000;2361;0;GU10 1x11W
2189001;2361;1;GU10 1x11W
2189014;2362;0;GU10 2x11W
2189015;2362;1;GU10 2x11W
2189036;2363;0;GU10 4x11W
2189037;2363;1;GU10 4x11W
2189025;2364;0;GU10 3x11W
2189026;2364;1;GU10 3x11W
2188165;2365;0;E27 2x33W
2188166;2365;1;E27 2x33W
2380879;2366;0;E14 28x25W
2380880;2366;1;E14 28x25W
2188856;2367;0;G9 2x42W
2188857;2367;1;G9 2x42W
2188945;2368;0;G9 6x42W
2188946;2368;1;G9 6x42W
2188915;2369;0;G9 4x42W
2188916;2369;1;G9 4x42W
2188987;2370;0;G9 9x75W + G4 6x20W
2188988;2370;1;G9 9x75W + G4 6x20W
2188953;2371;0;G9 6x75W + G4 3x20W
2188954;2371;1;G9 6x75W + G4 3x20W
2380958;2372;0;E14 4x40W
2380959;2372;1;E14 4x40W
2380610;2373;0;2G11 2x80W
2380611;2373;1;2G11 2x80W
2189710;2374;0;LED 3x1W
2189711;2374;1;LED 3x1W
2188725;2375;0;G53 1x100W 12V
2188726;2375;1;G53 1x100W
2189139;2376;0;GX12-1 1x100w
2189140;2376;1;GX12-1 1x100w
2188436;2377;0;G12 1x70W
2188437;2377;1;G12 1x70W
2189570;2378;0;LED 2x(3x1W)
2189571;2378;1;LED 2x(3x1W)
